	domain	ligand
0	2OG-FeII_Oxy_3	dna
1	2OG-FeII_Oxy_3	dnabase
2	2OG-FeII_Oxy_3	dnabackbone
3	2OG-FeII_Oxy_3	rna
4	2OG-FeII_Oxy_3	rnabase
5	2OG-FeII_Oxy_3	rnabackbone
6	2OG-FeII_Oxy_3	peptide
7	2OG-FeII_Oxy_3	metabolite
8	AMP-binding_C	dna
9	AMP-binding_C	dnabase
10	AMP-binding_C	dnabackbone
11	AMP-binding_C	rna
12	AMP-binding_C	rnabase
13	AMP-binding_C	rnabackbone
14	AMP-binding_C	peptide
15	AMP-binding_C	ion
16	ANAPC3	dna
17	ANAPC3	dnabase
18	ANAPC3	dnabackbone
19	ANAPC3	rna
20	ANAPC3	rnabase
21	ANAPC3	rnabackbone
22	ANAPC3	ion
23	ANAPC3	metabolite
24	APOBEC_C	dna
25	APOBEC_C	dnabase
26	APOBEC_C	dnabackbone
27	APOBEC_C	rna
28	APOBEC_C	rnabase
29	APOBEC_C	rnabackbone
30	APOBEC_C	peptide
31	APOBEC_C	ion
32	APOBEC_C	metabolite
33	APOBEC_C	max
34	Acyl-CoA_dh_M	dna
35	Acyl-CoA_dh_M	dnabase
36	Acyl-CoA_dh_M	dnabackbone
37	Acyl-CoA_dh_M	rna
38	Acyl-CoA_dh_M	rnabase
39	Acyl-CoA_dh_M	rnabackbone
40	Acyl-CoA_dh_M	peptide
41	Acyl-CoA_dh_M	metabolite
42	Ank	dna
43	Ank	dnabase
44	Ank	dnabackbone
45	Ank_3	dna
46	Ank_3	dnabase
47	Ank_3	dnabackbone
48	Ank_4	ion
49	Annexin	dna
50	Annexin	dnabase
51	Annexin	dnabackbone
52	Annexin	rna
53	Annexin	rnabase
54	Annexin	rnabackbone
55	Annexin	metabolite
56	Arm	dna
57	Arm	dnabase
58	Arm	dnabackbone
59	Arm	rna
60	Arm	rnabase
61	Arm	rnabackbone
62	BEN	rna
63	BEN	rnabase
64	BEN	rnabackbone
65	BEN	peptide
66	BEN	ion
67	BEN	metabolite
68	BIR	dna
69	BIR	dnabase
70	BIR	dnabackbone
71	BIR	rna
72	BIR	rnabase
73	BIR	rnabackbone
74	BIR	metabolite
75	BRCT	dna
76	BRCT	dnabase
77	BRCT	dnabackbone
78	BRCT	rna
79	BRCT	rnabase
80	BRCT	rnabackbone
81	BRCT	ion
82	BRCT	metabolite
83	BTB_2	dna
84	BTB_2	dnabase
85	BTB_2	dnabackbone
86	BTB_2	rna
87	BTB_2	rnabase
88	BTB_2	rnabackbone
89	BTB_2	peptide
90	BTB_2	metabolite
91	Bcl-2	dna
92	Bcl-2	dnabase
93	Bcl-2	dnabackbone
94	Bcl-2	rna
95	Bcl-2	rnabase
96	Bcl-2	rnabackbone
97	Bcl-2	metabolite
98	Bromodomain	dna
99	Bromodomain	dnabase
100	Bromodomain	dnabackbone
101	Bromodomain	rna
102	Bromodomain	rnabase
103	Bromodomain	rnabackbone
104	C1-set	dna
105	C1-set	dnabase
106	C1-set	dnabackbone
107	C1-set	rna
108	C1-set	rnabase
109	C1-set	rnabackbone
110	C1-set	peptide
111	C1_1	dna
112	C1_1	dnabase
113	C1_1	dnabackbone
114	C1_1	rna
115	C1_1	rnabase
116	C1_1	rnabackbone
117	C1_1	peptide
118	C1_1	metabolite
119	C2-set_2	rna
120	C2-set_2	rnabase
121	C2-set_2	rnabackbone
122	CAP_GLY	dna
123	CAP_GLY	dnabase
124	CAP_GLY	dnabackbone
125	CAP_GLY	rna
126	CAP_GLY	rnabase
127	CAP_GLY	rnabackbone
128	CAP_GLY	ion
129	CAP_GLY	metabolite
130	CBFD_NFYB_HMF	dnabase
131	CBFD_NFYB_HMF	rna
132	CBFD_NFYB_HMF	rnabase
133	CBFD_NFYB_HMF	rnabackbone
134	CBFD_NFYB_HMF	metabolite
135	CBS	dna
136	CBS	dnabase
137	CBS	dnabackbone
138	CBS	rna
139	CBS	rnabase
140	CBS	rnabackbone
141	CBS	peptide
142	CSD	peptide
143	CSD	metabolite
144	Cadherin	dna
145	Cadherin	dnabase
146	Cadherin	dnabackbone
147	Cadherin	rna
148	Cadherin	rnabase
149	Cadherin	rnabackbone
150	Cadherin	peptide
151	Cadherin_2	dna
152	Cadherin_2	dnabase
153	Cadherin_2	dnabackbone
154	Cadherin_2	rna
155	Cadherin_2	rnabase
156	Cadherin_2	rnabackbone
157	Cadherin_2	peptide
158	Cadherin_2	metabolite
159	Calx-beta	dna
160	Calx-beta	dnabase
161	Calx-beta	dnabackbone
162	Calx-beta	rna
163	Calx-beta	rnabase
164	Calx-beta	rnabackbone
165	Calx-beta	peptide
166	Calx-beta	metabolite
167	Cation_ATPase	dna
168	Cation_ATPase	dnabase
169	Cation_ATPase	dnabackbone
170	Cation_ATPase	rna
171	Cation_ATPase	rnabase
172	Cation_ATPase	rnabackbone
173	Cation_ATPase	peptide
174	Cation_ATPase	ion
175	Chromo	dna
176	Chromo	dnabase
177	Chromo	dnabackbone
178	Chromo	rna
179	Chromo	rnabase
180	Chromo	rnabackbone
181	Chromo	ion
182	Chromo	metabolite
183	Clathrin_propel	dna
184	Clathrin_propel	dnabase
185	Clathrin_propel	dnabackbone
186	Clathrin_propel	rna
187	Clathrin_propel	rnabase
188	Clathrin_propel	rnabackbone
189	Clathrin_propel	ion
190	Clathrin_propel	metabolite
191	Crystall	dna
192	Crystall	dnabase
193	Crystall	dnabackbone
194	Crystall	rna
195	Crystall	rnabase
196	Crystall	rnabackbone
197	Crystall	peptide
198	Crystall	metabolite
199	Cyt-b5	dna
200	Cyt-b5	dnabase
201	Cyt-b5	dnabackbone
202	Cyt-b5	rna
203	Cyt-b5	rnabase
204	Cyt-b5	rnabackbone
205	Cyt-b5	peptide
206	Cyt-b5	metabolite
207	Disintegrin	dna
208	Disintegrin	dnabase
209	Disintegrin	dnabackbone
210	Disintegrin	rna
211	Disintegrin	rnabase
212	Disintegrin	rnabackbone
213	Disintegrin	peptide
214	Disintegrin	metabolite
215	EF-hand_1	dna
216	EF-hand_1	dnabase
217	EF-hand_1	dnabackbone
218	EF-hand_1	rna
219	EF-hand_1	rnabase
220	EF-hand_1	rnabackbone
221	EF-hand_5	dna
222	EF-hand_5	dnabase
223	EF-hand_5	dnabackbone
224	EF-hand_5	rna
225	EF-hand_5	rnabase
226	EF-hand_5	rnabackbone
227	EF-hand_6	dna
228	EF-hand_6	dnabase
229	EF-hand_6	dnabackbone
230	EF-hand_6	rna
231	EF-hand_6	rnabase
232	EF-hand_6	rnabackbone
233	EF-hand_6	metabolite
234	EF-hand_7	dna
235	EF-hand_7	dnabase
236	EF-hand_7	dnabackbone
237	EF-hand_7	rna
238	EF-hand_7	rnabase
239	EF-hand_7	rnabackbone
240	EF-hand_8	dna
241	EF-hand_8	dnabase
242	EF-hand_8	dnabackbone
243	EF-hand_8	rna
244	EF-hand_8	rnabase
245	EF-hand_8	rnabackbone
246	EGF	dna
247	EGF	dnabase
248	EGF	dnabackbone
249	EGF	rna
250	EGF	rnabase
251	EGF	rnabackbone
252	EGF	peptide
253	EGF_2	dna
254	EGF_2	dnabase
255	EGF_2	dnabackbone
256	EGF_2	rna
257	EGF_2	rnabase
258	EGF_2	rnabackbone
259	EGF_2	peptide
260	EGF_2	ion
261	EGF_2	metabolite
262	EGF_2	max
263	EGF_CA	dna
264	EGF_CA	dnabase
265	EGF_CA	dnabackbone
266	EGF_CA	rna
267	EGF_CA	rnabase
268	EGF_CA	rnabackbone
269	EGF_CA	peptide
270	Ets	rna
271	Ets	rnabase
272	Ets	rnabackbone
273	Ets	peptide
274	Ets	ion
275	Ets	metabolite
276	F420_oxidored	dna
277	F420_oxidored	dnabase
278	F420_oxidored	dnabackbone
279	F420_oxidored	rna
280	F420_oxidored	rnabase
281	F420_oxidored	rnabackbone
282	F420_oxidored	peptide
283	F420_oxidored	ion
284	FCH	dna
285	FCH	dnabase
286	FCH	dnabackbone
287	FCH	rna
288	FCH	rnabase
289	FCH	rnabackbone
290	FCH	peptide
291	FCH	metabolite
292	FERM_C	dna
293	FERM_C	dnabase
294	FERM_C	dnabackbone
295	FERM_C	rna
296	FERM_C	rnabase
297	FERM_C	rnabackbone
298	FERM_C	ion
299	FERM_C	metabolite
300	FERM_N	dna
301	FERM_N	dnabase
302	FERM_N	dnabackbone
303	FERM_N	rna
304	FERM_N	rnabase
305	FERM_N	rnabackbone
306	FERM_N	peptide
307	FERM_N	ion
308	FERM_N	metabolite
309	FERM_N	max
310	FG-GAP	dna
311	FG-GAP	dnabase
312	FG-GAP	dnabackbone
313	FG-GAP	rna
314	FG-GAP	rnabase
315	FG-GAP	rnabackbone
316	FG-GAP	peptide
317	FG-GAP	metabolite
318	FHA	dna
319	FHA	dnabase
320	FHA	dnabackbone
321	FHA	rna
322	FHA	rnabase
323	FHA	rnabackbone
324	FHA	ion
325	FHA	metabolite
326	FKBP_C	dna
327	FKBP_C	dnabase
328	FKBP_C	dnabackbone
329	FKBP_C	rna
330	FKBP_C	rnabase
331	FKBP_C	rnabackbone
332	FKBP_C	metabolite
333	FXa_inhibition	dna
334	FXa_inhibition	dnabase
335	FXa_inhibition	dnabackbone
336	FXa_inhibition	rna
337	FXa_inhibition	rnabase
338	FXa_inhibition	rnabackbone
339	FXa_inhibition	peptide
340	FXa_inhibition	metabolite
341	FYVE	dna
342	FYVE	dnabase
343	FYVE	dnabackbone
344	FYVE	rna
345	FYVE	rnabase
346	FYVE	rnabackbone
347	FYVE	peptide
348	Forkhead	rna
349	Forkhead	rnabase
350	Forkhead	rnabackbone
351	Forkhead	peptide
352	Forkhead	ion
353	Forkhead	metabolite
354	GATA	rna
355	GATA	rnabase
356	GATA	rnabackbone
357	GATA	peptide
358	GATA	metabolite
359	GST_C	dna
360	GST_C	dnabase
361	GST_C	dnabackbone
362	GST_C	rna
363	GST_C	rnabase
364	GST_C	rnabackbone
365	GST_C_2	dna
366	GST_C_2	dnabase
367	GST_C_2	dnabackbone
368	GST_C_2	rna
369	GST_C_2	rnabase
370	GST_C_2	rnabackbone
371	GST_C_2	peptide
372	GST_C_2	metabolite
373	GST_C_3	dna
374	GST_C_3	dnabase
375	GST_C_3	dnabackbone
376	GST_C_3	rna
377	GST_C_3	rnabase
378	GST_C_3	rnabackbone
379	GST_C_3	peptide
380	GST_N	dna
381	GST_N	dnabase
382	GST_N	dnabackbone
383	GST_N	rna
384	GST_N	rnabase
385	GST_N	rnabackbone
386	GST_N_2	dna
387	GST_N_2	dnabase
388	GST_N_2	dnabackbone
389	GST_N_2	rna
390	GST_N_2	rnabase
391	GST_N_2	rnabackbone
392	GST_N_2	peptide
393	GST_N_3	dna
394	GST_N_3	dnabase
395	GST_N_3	dnabackbone
396	GST_N_3	rna
397	GST_N_3	rnabase
398	GST_N_3	rnabackbone
399	GST_N_3	peptide
400	GTP_EFTU_D2	dnabackbone
401	GTP_EFTU_D2	ion
402	Gelsolin	dna
403	Gelsolin	dnabase
404	Gelsolin	dnabackbone
405	Gelsolin	rna
406	Gelsolin	rnabase
407	Gelsolin	rnabackbone
408	Gelsolin	peptide
409	Gla	dna
410	Gla	dnabase
411	Gla	dnabackbone
412	Gla	rna
413	Gla	rnabase
414	Gla	rnabackbone
415	Gla	peptide
416	Gla	metabolite
417	Glutaredoxin	dna
418	Glutaredoxin	dnabase
419	Glutaredoxin	dnabackbone
420	Glutaredoxin	rna
421	Glutaredoxin	rnabase
422	Glutaredoxin	rnabackbone
423	Glutaredoxin	peptide
424	Glyco_transf_7C	dna
425	Glyco_transf_7C	dnabase
426	Glyco_transf_7C	dnabackbone
427	Glyco_transf_7C	rna
428	Glyco_transf_7C	rnabase
429	Glyco_transf_7C	rnabackbone
430	HEAT	dna
431	HEAT	dnabase
432	HEAT	dnabackbone
433	HEAT	rna
434	HEAT	rnabase
435	HEAT	rnabackbone
436	HEAT	ion
437	HEAT	metabolite
438	HEAT_2	dna
439	HEAT_2	dnabase
440	HEAT_2	dnabackbone
441	HEAT_2	rna
442	HEAT_2	rnabase
443	HEAT_2	rnabackbone
444	HEAT_EZ	dna
445	HEAT_EZ	dnabase
446	HEAT_EZ	dnabackbone
447	HEAT_EZ	rna
448	HEAT_EZ	rnabase
449	HEAT_EZ	rnabackbone
450	HEAT_EZ	metabolite
451	HLH	rna
452	HLH	rnabase
453	HLH	rnabackbone
454	HLH	peptide
455	HLH	ion
456	HLH	metabolite
457	HMA	dna
458	HMA	dnabase
459	HMA	dnabackbone
460	HMA	rna
461	HMA	rnabase
462	HMA	rnabackbone
463	HMA	peptide
464	HMA	metabolite
465	HMG_box	rna
466	HMG_box	rnabase
467	HMG_box	rnabackbone
468	HMG_box	peptide
469	HMG_box	ion
470	HMG_box	metabolite
471	HMG_box_2	rna
472	HMG_box_2	rnabase
473	HMG_box_2	rnabackbone
474	HMG_box_2	peptide
475	HMG_box_2	ion
476	HMG_box_2	metabolite
477	HRM	dna
478	HRM	dnabase
479	HRM	dnabackbone
480	HRM	rna
481	HRM	rnabase
482	HRM	rnabackbone
483	HRM	ion
484	HRM	metabolite
485	HSF_DNA-bind	rna
486	HSF_DNA-bind	rnabase
487	HSF_DNA-bind	rnabackbone
488	HSF_DNA-bind	peptide
489	HSF_DNA-bind	ion
490	HSF_DNA-bind	metabolite
491	Hemopexin	dna
492	Hemopexin	dnabase
493	Hemopexin	dnabackbone
494	Hemopexin	rna
495	Hemopexin	rnabase
496	Hemopexin	rnabackbone
497	Hemopexin	peptide
498	Hemopexin	metabolite
499	Histone_H2A_C	dna
500	Histone_H2A_C	dnabase
501	Histone_H2A_C	dnabackbone
502	Histone_H2A_C	rna
503	Histone_H2A_C	rnabase
504	Histone_H2A_C	rnabackbone
505	Histone_H2A_C	peptide
506	Histone_H2A_C	metabolite
507	Homeobox	rna
508	Homeobox	rnabase
509	Homeobox	rnabackbone
510	Homeobox	peptide
511	Homeobox	ion
512	Homeobox	metabolite
513	Homeobox_KN	rna
514	Homeobox_KN	rnabase
515	Homeobox_KN	rnabackbone
516	Homeobox_KN	peptide
517	Homeobox_KN	ion
518	Homeobox_KN	metabolite
519	I-set	dna
520	I-set	dnabase
521	I-set	dnabackbone
522	I-set	rna
523	I-set	rnabase
524	I-set	rnabackbone
525	IBN_N	dna
526	IBN_N	dnabase
527	IBN_N	dnabackbone
528	IBN_N	rna
529	IBN_N	rnabase
530	IBN_N	rnabackbone
531	IBN_N	ion
532	IBN_N	metabolite
533	IBR	dna
534	IBR	dnabase
535	IBR	dnabackbone
536	IBR	rna
537	IBR	rnabase
538	IBR	rnabackbone
539	IBR	peptide
540	IBR	metabolite
541	IL8	dna
542	IL8	dnabase
543	IL8	dnabackbone
544	IL8	rna
545	IL8	rnabase
546	IL8	rnabackbone
547	IL8	peptide
548	IL8	ion
549	IQ	dna
550	IQ	dnabase
551	IQ	dnabackbone
552	IQ	rna
553	IQ	rnabase
554	IQ	rnabackbone
555	IQ	peptide
556	IQ	ion
557	IRS	dna
558	IRS	dnabase
559	IRS	dnabackbone
560	IRS	rna
561	IRS	rnabase
562	IRS	rnabackbone
563	IRS	ion
564	IRS	metabolite
565	Ig_2	dnabase
566	Ig_2	rna
567	Ig_2	rnabase
568	Ig_2	rnabackbone
569	Ig_2	metabolite
570	Ig_3	dna
571	Ig_3	dnabase
572	Ig_3	dnabackbone
573	Ig_3	rna
574	Ig_3	rnabase
575	Ig_3	rnabackbone
576	Ig_3	metabolite
577	Ion_trans_2	dna
578	Ion_trans_2	dnabase
579	Ion_trans_2	dnabackbone
580	Ion_trans_2	rna
581	Ion_trans_2	rnabase
582	Ion_trans_2	rnabackbone
583	Ion_trans_2	peptide
584	KH_1	peptide
585	KH_1	ion
586	KH_1	metabolite
587	KOW	dna
588	KOW	dnabase
589	KOW	dnabackbone
590	KOW	peptide
591	KOW	ion
592	KOW	metabolite
593	Kelch_1	dna
594	Kelch_1	dnabase
595	Kelch_1	dnabackbone
596	Kelch_1	rna
597	Kelch_1	rnabase
598	Kelch_1	rnabackbone
599	Kelch_1	metabolite
600	Kelch_2	dna
601	Kelch_2	dnabase
602	Kelch_2	dnabackbone
603	Kelch_2	rna
604	Kelch_2	rnabase
605	Kelch_2	rnabackbone
606	Kelch_2	metabolite
607	Kelch_3	dna
608	Kelch_3	dnabase
609	Kelch_3	dnabackbone
610	Kelch_3	rna
611	Kelch_3	rnabase
612	Kelch_3	rnabackbone
613	Kelch_3	ion
614	Kelch_3	metabolite
615	Kelch_4	dna
616	Kelch_4	dnabase
617	Kelch_4	dnabackbone
618	Kelch_4	rna
619	Kelch_4	rnabase
620	Kelch_4	rnabackbone
621	Kelch_4	ion
622	Kelch_4	metabolite
623	Kelch_6	dna
624	Kelch_6	dnabase
625	Kelch_6	dnabackbone
626	Kelch_6	rna
627	Kelch_6	rnabase
628	Kelch_6	rnabackbone
629	Kelch_6	ion
630	Kelch_6	metabolite
631	Kringle	dna
632	Kringle	dnabase
633	Kringle	dnabackbone
634	Kringle	rna
635	Kringle	rnabase
636	Kringle	rnabackbone
637	Kringle	peptide
638	Kringle	metabolite
639	Kunitz_BPTI	dna
640	Kunitz_BPTI	dnabase
641	Kunitz_BPTI	dnabackbone
642	Kunitz_BPTI	rna
643	Kunitz_BPTI	rnabase
644	Kunitz_BPTI	rnabackbone
645	Kunitz_BPTI	peptide
646	Kunitz_BPTI	metabolite
647	LIM	dna
648	LIM	dnabase
649	LIM	dnabackbone
650	LIM	rna
651	LIM	rnabase
652	LIM	rnabackbone
653	LIM	metabolite
654	LRR_4	dna
655	LRR_4	dnabase
656	LRR_4	dnabackbone
657	LRR_4	rna
658	LRR_4	rnabase
659	LRR_4	rnabackbone
660	LRR_4	peptide
661	LRR_4	metabolite
662	LRR_8	dnabase
663	LRR_8	metabolite
664	LSM	dna
665	LSM	dnabase
666	LSM	dnabackbone
667	LSM	peptide
668	Laminin_EGF	dna
669	Laminin_EGF	dnabase
670	Laminin_EGF	dnabackbone
671	Laminin_EGF	rna
672	Laminin_EGF	rnabase
673	Laminin_EGF	rnabackbone
674	Laminin_EGF	peptide
675	Laminin_EGF	metabolite
676	Ldl_recept_a	dna
677	Ldl_recept_a	dnabase
678	Ldl_recept_a	dnabackbone
679	Ldl_recept_a	rna
680	Ldl_recept_a	rnabase
681	Ldl_recept_a	rnabackbone
682	Ldl_recept_a	peptide
683	Ldl_recept_a	metabolite
684	Ldl_recept_b	dna
685	Ldl_recept_b	dnabase
686	Ldl_recept_b	dnabackbone
687	Ldl_recept_b	rna
688	Ldl_recept_b	rnabase
689	Ldl_recept_b	rnabackbone
690	Ldl_recept_b	ion
691	Ldl_recept_b	metabolite
692	MBT	dna
693	MBT	dnabase
694	MBT	dnabackbone
695	MBT	rna
696	MBT	rnabase
697	MBT	rnabackbone
698	MBT	ion
699	MHC_II_alpha	dna
700	MHC_II_alpha	dnabase
701	MHC_II_alpha	dnabackbone
702	MHC_II_alpha	rna
703	MHC_II_alpha	rnabase
704	MHC_II_alpha	rnabackbone
705	MHC_II_alpha	ion
706	MHC_II_alpha	metabolite
707	MHC_II_beta	dna
708	MHC_II_beta	dnabase
709	MHC_II_beta	dnabackbone
710	MHC_II_beta	rna
711	MHC_II_beta	rnabase
712	MHC_II_beta	rnabackbone
713	MIT	dna
714	MIT	dnabase
715	MIT	dnabackbone
716	MIT	rna
717	MIT	rnabase
718	MIT	rnabackbone
719	MIT	ion
720	MIT	metabolite
721	Med26	dna
722	Med26	dnabase
723	Med26	dnabackbone
724	Med26	rna
725	Med26	rnabase
726	Med26	rnabackbone
727	Med26	ion
728	Med26	metabolite
729	Methyltransf_11	dna
730	Methyltransf_11	dnabase
731	Methyltransf_11	dnabackbone
732	Methyltransf_11	rna
733	Methyltransf_11	rnabase
734	Methyltransf_11	rnabackbone
735	Methyltransf_12	dna
736	Methyltransf_12	dnabase
737	Methyltransf_12	dnabackbone
738	Methyltransf_12	rna
739	Methyltransf_12	rnabase
740	Methyltransf_12	rnabackbone
741	Methyltransf_25	dna
742	Methyltransf_25	dnabase
743	Methyltransf_25	dnabackbone
744	Methyltransf_25	rna
745	Methyltransf_25	rnabase
746	Methyltransf_25	rnabackbone
747	Myb_DNA-bind_6	rna
748	Myb_DNA-bind_6	rnabase
749	Myb_DNA-bind_6	rnabackbone
750	Myb_DNA-bind_6	peptide
751	Myb_DNA-bind_6	ion
752	Myb_DNA-bind_6	metabolite
753	Myb_DNA-binding	rna
754	Myb_DNA-binding	rnabase
755	Myb_DNA-binding	rnabackbone
756	Myb_DNA-binding	peptide
757	Myb_DNA-binding	ion
758	Myb_DNA-binding	metabolite
759	NAD_binding_8	dna
760	NAD_binding_8	dnabase
761	NAD_binding_8	dnabackbone
762	NAD_binding_8	rna
763	NAD_binding_8	rnabase
764	NAD_binding_8	rnabackbone
765	NHL	dna
766	NHL	dnabase
767	NHL	dnabackbone
768	NHL	peptide
769	NHL	metabolite
770	NTP_transf_2	dnabase
771	NTP_transf_2	peptide
772	Notch	dna
773	Notch	dnabase
774	Notch	dnabackbone
775	Notch	rna
776	Notch	rnabase
777	Notch	rnabackbone
778	Notch	peptide
779	Notch	metabolite
780	PAN_1	dna
781	PAN_1	dnabase
782	PAN_1	dnabackbone
783	PAN_1	rna
784	PAN_1	rnabase
785	PAN_1	rnabackbone
786	PAN_1	metabolite
787	PA	dna
788	PA	dnabase
789	PA	dnabackbone
790	PA	rna
791	PA	rnabase
792	PA	rnabackbone
793	PA	peptide
794	PA	ion
795	PDZ	dna
796	PDZ	dnabase
797	PDZ	dnabackbone
798	PDZ	rna
799	PDZ	rnabase
800	PDZ	rnabackbone
801	PDZ	metabolite
802	PDZ_2	dna
803	PDZ_2	dnabase
804	PDZ_2	dnabackbone
805	PDZ_2	rna
806	PDZ_2	rnabase
807	PDZ_2	rnabackbone
808	PDZ_2	ion
809	PDZ_2	metabolite
810	PG_binding_1	dna
811	PG_binding_1	dnabase
812	PG_binding_1	dnabackbone
813	PG_binding_1	rna
814	PG_binding_1	rnabase
815	PG_binding_1	rnabackbone
816	PG_binding_1	ion
817	PG_binding_1	metabolite
818	PHD	dna
819	PHD	dnabase
820	PHD	dnabackbone
821	PHD	rna
822	PHD	rnabase
823	PHD	rnabackbone
824	PHD	metabolite
825	PHD_2	dna
826	PHD_2	dnabase
827	PHD_2	dnabackbone
828	PHD_2	rna
829	PHD_2	rnabase
830	PHD_2	rnabackbone
831	PHD_2	peptide
832	PHD_2	metabolite
833	PKD	dna
834	PKD	dnabase
835	PKD	dnabackbone
836	PKD	rna
837	PKD	rnabase
838	PKD	rnabackbone
839	PKD	peptide
840	PKD	metabolite
841	PPTA	dna
842	PPTA	dnabase
843	PPTA	dnabackbone
844	PPTA	rna
845	PPTA	rnabase
846	PPTA	rnabackbone
847	PPTA	ion
848	PPTA	metabolite
849	PUF	dna
850	PUF	dnabase
851	PUF	dnabackbone
852	PUF	peptide
853	PUF	ion
854	PUF	metabolite
855	PWWP	dna
856	PWWP	dnabase
857	PWWP	dnabackbone
858	PWWP	rna
859	PWWP	rnabase
860	PWWP	rnabackbone
861	PWWP	metabolite
862	Pkinase_C	dna
863	Pkinase_C	dnabase
864	Pkinase_C	dnabackbone
865	Pkinase_C	rna
866	Pkinase_C	rnabase
867	Pkinase_C	rnabackbone
868	Pkinase_C	peptide
869	Pkinase_C	ion
870	Pou	rna
871	Pou	rnabase
872	Pou	rnabackbone
873	Pou	peptide
874	Pou	ion
875	Pou	metabolite
876	Prenyltrans	dna
877	Prenyltrans	dnabase
878	Prenyltrans	dnabackbone
879	Prenyltrans	rna
880	Prenyltrans	rnabase
881	Prenyltrans	rnabackbone
882	RCC1	dna
883	RCC1	dnabase
884	RCC1	dnabackbone
885	RCC1	rna
886	RCC1	rnabase
887	RCC1	rnabackbone
888	RCC1	peptide
889	RCC1	metabolite
890	RCC1_2	dna
891	RCC1_2	dnabase
892	RCC1_2	dnabackbone
893	RCC1_2	rna
894	RCC1_2	rnabase
895	RCC1_2	rnabackbone
896	RCC1_2	peptide
897	RCC1_2	metabolite
898	RRM_1	metabolite
899	Rad60-SLD	dna
900	Rad60-SLD	dnabase
901	Rad60-SLD	dnabackbone
902	Rad60-SLD	rna
903	Rad60-SLD	rnabase
904	Rad60-SLD	rnabackbone
905	Rad60-SLD	metabolite
906	Ribosomal_L7Ae	dna
907	Ribosomal_L7Ae	dnabase
908	Ribosomal_L7Ae	dnabackbone
909	Ribosomal_L7Ae	peptide
910	Ribosomal_L7Ae	ion
911	Ribosomal_L7Ae	metabolite
912	S1	dna
913	S1	dnabase
914	S1	dnabackbone
915	S1	peptide
916	S1	ion
917	S1	metabolite
918	S4	dna
919	S4	dnabase
920	S4	dnabackbone
921	S4	peptide
922	S4	metabolite
923	SAM_2	dna
924	SAM_2	dnabase
925	SAM_2	dnabackbone
926	SAM_2	rna
927	SAM_2	rnabase
928	SAM_2	rnabackbone
929	SAM_2	peptide
930	SAM_2	metabolite
931	SAP	dna
932	SAP	dnabase
933	SAP	dnabackbone
934	SAP	peptide
935	SAP	ion
936	SAP	metabolite
937	SH2	dna
938	SH2	dnabase
939	SH2	dnabackbone
940	SH2	rna
941	SH2	rnabase
942	SH2	rnabackbone
943	SH2	metabolite
944	SH3_1	dna
945	SH3_1	dnabase
946	SH3_1	dnabackbone
947	SH3_1	rna
948	SH3_1	rnabase
949	SH3_1	rnabackbone
950	SH3_1	metabolite
951	SH3_2	dna
952	SH3_2	dnabase
953	SH3_2	dnabackbone
954	SH3_2	rna
955	SH3_2	rnabase
956	SH3_2	rnabackbone
957	SH3_2	metabolite
958	SH3_9	dna
959	SH3_9	dnabase
960	SH3_9	dnabackbone
961	SH3_9	rna
962	SH3_9	rnabase
963	SH3_9	rnabackbone
964	SH3_9	metabolite
965	SRCR	dna
966	SRCR	dnabase
967	SRCR	dnabackbone
968	SRCR	rna
969	SRCR	rnabase
970	SRCR	rnabackbone
971	SRCR	peptide
972	SRCR	metabolite
973	S_100	dna
974	S_100	dnabase
975	S_100	dnabackbone
976	S_100	rna
977	S_100	rnabase
978	S_100	rnabackbone
979	S_100	metabolite
980	Sel1	dna
981	Sel1	dnabase
982	Sel1	dnabackbone
983	Sel1	rna
984	Sel1	rnabase
985	Sel1	rnabackbone
986	Sel1	peptide
987	Sel1	metabolite
988	Somatomedin_B	dna
989	Somatomedin_B	dnabase
990	Somatomedin_B	dnabackbone
991	Somatomedin_B	rna
992	Somatomedin_B	rnabase
993	Somatomedin_B	rnabackbone
994	Somatomedin_B	peptide
995	Somatomedin_B	ion
996	Spin-Ssty	dna
997	Spin-Ssty	dnabase
998	Spin-Ssty	dnabackbone
999	Spin-Ssty	rna
1000	Spin-Ssty	rnabase
1001	Spin-Ssty	rnabackbone
1002	Spin-Ssty	ion
1003	Spin-Ssty	metabolite
1004	Sushi	dna
1005	Sushi	dnabase
1006	Sushi	dnabackbone
1007	Sushi	rna
1008	Sushi	rnabase
1009	Sushi	rnabackbone
1010	Sushi	peptide
1011	TAF	dnabase
1012	TAF	rna
1013	TAF	rnabase
1014	TAF	rnabackbone
1015	TAF	peptide
1016	TAF	metabolite
1017	TFIIS_C	dna
1018	TFIIS_C	dnabase
1019	TFIIS_C	dnabackbone
1020	TFIIS_C	rna
1021	TFIIS_C	rnabase
1022	TFIIS_C	rnabackbone
1023	TFIIS_C	peptide
1024	TFIIS_C	metabolite
1025	THAP	dna
1026	THAP	dnabase
1027	THAP	dnabackbone
1028	THAP	rna
1029	THAP	rnabase
1030	THAP	rnabackbone
1031	THAP	peptide
1032	THAP	metabolite
1033	TIG	dnabase
1034	TIG	rna
1035	TIG	rnabase
1036	TIG	rnabackbone
1037	TIG	peptide
1038	TIG	ion
1039	TIG	metabolite
1040	TNFR_c6	dna
1041	TNFR_c6	dnabase
1042	TNFR_c6	dnabackbone
