	domain	ligand
4079	GST_N_3	dna
4080	GST_N_3	dnabase
4081	GST_N_3	dnabackbone
4082	GST_N_3	rna
4083	GST_N_3	rnabase
4084	GST_N_3	rnabackbone
4085	GST_N_3	peptide
4086	GTP_EFTU	dnabackbone
4087	GTP_EFTU_D2	dnabackbone
4088	GTP_EFTU_D2	ion
4089	Gal-bind_lectin	dna
4090	Gal-bind_lectin	dnabase
4091	Gal-bind_lectin	dnabackbone
4092	Gal-bind_lectin	rna
4093	Gal-bind_lectin	rnabase
4094	Gal-bind_lectin	rnabackbone
4095	Gelsolin	dna
4096	Gelsolin	dnabase
4097	Gelsolin	dnabackbone
4098	Gelsolin	rna
4099	Gelsolin	rnabase
4100	Gelsolin	rnabackbone
4101	Gelsolin	peptide
4102	Globin	dna
4103	Globin	dnabase
4104	Globin	dnabackbone
4105	Globin	rna
4106	Globin	rnabase
4107	Globin	rnabackbone
4108	Globin	peptide
4109	Glyco_transf_29	dna
4110	Glyco_transf_29	dnabase
4111	Glyco_transf_29	dnabackbone
4112	Glyco_transf_29	rna
4113	Glyco_transf_29	rnabase
4114	Glyco_transf_29	rnabackbone
4115	Glyco_transf_29	peptide
4116	Glyco_transf_29	ion
4117	Glyco_transf_7C	dna
4118	Glyco_transf_7C	dnabase
4119	Glyco_transf_7C	dnabackbone
4120	Glyco_transf_7C	rna
4121	Glyco_transf_7C	rnabase
4122	Glyco_transf_7C	rnabackbone
4123	Glycos_transf_2	dna
4124	Glycos_transf_2	dnabase
4125	Glycos_transf_2	dnabackbone
4126	Glycos_transf_2	rna
4127	Glycos_transf_2	rnabase
4128	Glycos_transf_2	rnabackbone
4129	Guanylate_cyc	dna
4130	Guanylate_cyc	dnabase
4131	Guanylate_cyc	dnabackbone
4132	Guanylate_cyc	rna
4133	Guanylate_cyc	rnabase
4134	Guanylate_cyc	rnabackbone
4135	Guanylate_cyc	peptide
4136	Guanylate_kin	dna
4137	Guanylate_kin	dnabase
4138	Guanylate_kin	dnabackbone
4139	Guanylate_kin	rna
4140	Guanylate_kin	rnabase
4141	Guanylate_kin	rnabackbone
4142	Guanylate_kin	ion
4143	HATPase_c	dna
4144	HATPase_c	dnabase
4145	HATPase_c	dnabackbone
4146	HATPase_c	rna
4147	HATPase_c	rnabase
4148	HATPase_c	rnabackbone
4149	HATPase_c	peptide
4150	HATPase_c_3	dna
4151	HATPase_c_3	dnabase
4152	HATPase_c_3	dnabackbone
4153	HATPase_c_3	rna
4154	HATPase_c_3	rnabase
4155	HATPase_c_3	rnabackbone
4156	HATPase_c_3	peptide
4157	HEAT_2	dna
4158	HEAT_2	dnabase
4159	HEAT_2	dnabackbone
4160	HEAT_2	rna
4161	HEAT_2	rnabase
4162	HEAT_2	rnabackbone
4163	HMA	dna
4164	HMA	dnabase
4165	HMA	dnabackbone
4166	HMA	rna
4167	HMA	rnabase
4168	HMA	rnabackbone
4169	HMA	peptide
4170	HMA	metabolite
4171	HMG_box	rna
4172	HMG_box	rnabase
4173	HMG_box	rnabackbone
4174	HMG_box	peptide
4175	HMG_box	ion
4176	HMG_box	metabolite
4177	HMG_box_2	rna
4178	HMG_box_2	rnabase
4179	HMG_box_2	rnabackbone
4180	HMG_box_2	peptide
4181	HMG_box_2	ion
4182	HMG_box_2	metabolite
4183	HRM	dna
4184	HRM	dnabase
4185	HRM	dnabackbone
4186	HRM	rna
4187	HRM	rnabase
4188	HRM	rnabackbone
4189	HRM	ion
4190	HRM	metabolite
4191	HSF_DNA-bind	rna
4192	HSF_DNA-bind	rnabase
4193	HSF_DNA-bind	rnabackbone
4194	HSF_DNA-bind	peptide
4195	HSF_DNA-bind	ion
4196	HSF_DNA-bind	metabolite
4197	Helicase_C	rnabase
4198	Helicase_C	ion
4199	His_Phos_1	dna
4200	His_Phos_1	dnabase
4201	His_Phos_1	dnabackbone
4202	His_Phos_1	rna
4203	His_Phos_1	rnabase
4204	His_Phos_1	rnabackbone
4205	His_Phos_1	peptide
4206	Histone	rna
4207	Histone	rnabase
4208	Histone	rnabackbone
4209	Histone	metabolite
4210	Hormone_recep	dna
4211	Hormone_recep	dnabase
4212	Hormone_recep	dnabackbone
4213	Hormone_recep	rna
4214	Hormone_recep	rnabase
4215	Hormone_recep	rnabackbone
4216	Hydrolase	dna
4217	Hydrolase	dnabase
4218	Hydrolase	dnabackbone
4219	Hydrolase	rna
4220	Hydrolase	rnabase
4221	Hydrolase	rnabackbone
4222	Hydrolase	peptide
4223	Hydrolase_4	dna
4224	Hydrolase_4	dnabase
4225	Hydrolase_4	dnabackbone
4226	Hydrolase_4	rna
4227	Hydrolase_4	rnabase
4228	Hydrolase_4	rnabackbone
4229	Hydrolase_4	peptide
4230	I-set	dna
4231	I-set	dnabase
4232	I-set	dnabackbone
4233	I-set	rna
4234	I-set	rnabase
4235	I-set	rnabackbone
4236	IBN_N	dna
4237	IBN_N	dnabase
4238	IBN_N	dnabackbone
4239	IBN_N	rna
4240	IBN_N	rnabase
4241	IBN_N	rnabackbone
4242	IBN_N	ion
4243	IBN_N	metabolite
4244	IBR	dna
4245	IBR	dnabase
4246	IBR	dnabackbone
4247	IBR	rna
4248	IBR	rnabase
4249	IBR	rnabackbone
4250	IBR	peptide
4251	IBR	metabolite
4252	IRS	dna
4253	IRS	dnabase
4254	IRS	dnabackbone
4255	IRS	rna
4256	IRS	rnabase
4257	IRS	rnabackbone
4258	IRS	ion
4259	IRS	metabolite
4260	Ig_2	dnabase
4261	Ig_2	rna
4262	Ig_2	rnabase
4263	Ig_2	rnabackbone
4264	Ig_2	metabolite
4265	Ig_3	dna
4266	Ig_3	dnabase
4267	Ig_3	dnabackbone
4268	Ig_3	rna
4269	Ig_3	rnabase
4270	Ig_3	rnabackbone
4271	Ig_3	metabolite
4272	Interfer-bind	dna
4273	Interfer-bind	dnabase
4274	Interfer-bind	dnabackbone
4275	Interfer-bind	rna
4276	Interfer-bind	rnabase
4277	Interfer-bind	rnabackbone
4278	Interfer-bind	peptide
4279	Interfer-bind	ion
4280	Ion_trans	dna
4281	Ion_trans	dnabase
4282	Ion_trans	dnabackbone
4283	Ion_trans	rna
4284	Ion_trans	rnabase
4285	Ion_trans	rnabackbone
4286	Ion_trans	peptide
4287	Ion_trans	metabolite
4288	Ion_trans_2	dna
4289	Ion_trans_2	dnabase
4290	Ion_trans_2	dnabackbone
4291	Ion_trans_2	rna
4292	Ion_trans_2	rnabase
4293	Ion_trans_2	rnabackbone
4294	Ion_trans_2	peptide
4295	JAB	dna
4296	JAB	dnabase
4297	JAB	dnabackbone
4298	JAB	rna
4299	JAB	rnabase
4300	JAB	rnabackbone
4301	JAB	peptide
4302	JAB	metabolite
4303	JmjC	dna
4304	JmjC	dnabase
4305	JmjC	dnabackbone
4306	JmjC	rna
4307	JmjC	rnabase
4308	JmjC	rnabackbone
4309	KH_1	peptide
4310	KH_1	ion
4311	KH_1	metabolite
4312	KR	dna
4313	KR	dnabase
4314	KR	dnabackbone
4315	KR	rna
4316	KR	rnabase
4317	KR	rnabackbone
4318	KR	peptide
4319	Kringle	dna
4320	Kringle	dnabase
4321	Kringle	dnabackbone
4322	Kringle	rna
4323	Kringle	rnabase
4324	Kringle	rnabackbone
4325	Kringle	peptide
4326	Kringle	metabolite
4327	LRR_8	dnabase
4328	LRR_8	metabolite
4329	LSM	dna
4330	LSM	dnabase
4331	LSM	dnabackbone
4332	LSM	peptide
4333	Laminin_G_1	dna
4334	Laminin_G_1	dnabase
4335	Laminin_G_1	dnabackbone
4336	Laminin_G_1	rna
4337	Laminin_G_1	rnabase
4338	Laminin_G_1	rnabackbone
4339	Laminin_G_1	peptide
4340	Laminin_G_2	dna
4341	Laminin_G_2	dnabase
4342	Laminin_G_2	dnabackbone
4343	Laminin_G_2	rna
4344	Laminin_G_2	rnabase
4345	Laminin_G_2	rnabackbone
4346	Laminin_G_2	peptide
4347	Laminin_G_3	dna
4348	Laminin_G_3	dnabase
4349	Laminin_G_3	dnabackbone
4350	Laminin_G_3	rna
4351	Laminin_G_3	rnabase
4352	Laminin_G_3	rnabackbone
4353	Laminin_G_3	peptide
4354	Laminin_N	dna
4355	Laminin_N	dnabase
4356	Laminin_N	dnabackbone
4357	Laminin_N	rna
4358	Laminin_N	rnabase
4359	Laminin_N	rnabackbone
4360	Laminin_N	peptide
4361	Laminin_N	metabolite
4362	Lectin_C	dna
4363	Lectin_C	dnabase
4364	Lectin_C	dnabackbone
4365	Lectin_C	rna
4366	Lectin_C	rnabase
4367	Lectin_C	rnabackbone
4368	Lig_chan-Glu_bd	dna
4369	Lig_chan-Glu_bd	dnabase
4370	Lig_chan-Glu_bd	dnabackbone
4371	Lig_chan-Glu_bd	rna
4372	Lig_chan-Glu_bd	rnabase
4373	Lig_chan-Glu_bd	rnabackbone
4374	Lig_chan-Glu_bd	peptide
4375	Lig_chan	dna
4376	Lig_chan	dnabase
4377	Lig_chan	dnabackbone
4378	Lig_chan	rna
4379	Lig_chan	rnabase
4380	Lig_chan	rnabackbone
4381	Lig_chan	peptide
4382	Lig_chan	ion
4383	Lipocalin	dna
4384	Lipocalin	dnabase
4385	Lipocalin	dnabackbone
4386	Lipocalin	rna
4387	Lipocalin	rnabase
4388	Lipocalin	rnabackbone
4389	Lys	dna
4390	Lys	dnabase
4391	Lys	dnabackbone
4392	Lys	rna
4393	Lys	rnabase
4394	Lys	rnabackbone
4395	Lys	peptide
4396	MBT	dna
4397	MBT	dnabase
4398	MBT	dnabackbone
4399	MBT	rna
4400	MBT	rnabase
4401	MBT	rnabackbone
4402	MBT	ion
4403	MH1	rna
4404	MH1	rnabase
4405	MH1	rnabackbone
4406	MH1	peptide
4407	MH1	metabolite
4408	MHC_II_alpha	dna
4409	MHC_II_alpha	dnabase
4410	MHC_II_alpha	dnabackbone
4411	MHC_II_alpha	rna
4412	MHC_II_alpha	rnabase
4413	MHC_II_alpha	rnabackbone
4414	MHC_II_alpha	ion
4415	MHC_II_alpha	metabolite
4416	MHC_II_beta	dna
4417	MHC_II_beta	dnabase
4418	MHC_II_beta	dnabackbone
4419	MHC_II_beta	rna
4420	MHC_II_beta	rnabase
4421	MHC_II_beta	rnabackbone
4422	MHC_I	dna
4423	MHC_I	dnabase
4424	MHC_I	dnabackbone
4425	MHC_I	rna
4426	MHC_I	rnabase
4427	MHC_I	rnabackbone
4428	MIP	dna
4429	MIP	dnabase
4430	MIP	dnabackbone
4431	MIP	rna
4432	MIP	rnabase
4433	MIP	rnabackbone
4434	MIP	peptide
4435	MIT	dna
4436	MIT	dnabase
4437	MIT	dnabackbone
4438	MIT	rna
4439	MIT	rnabase
4440	MIT	rnabackbone
4441	MIT	ion
4442	MIT	metabolite
4443	MMR_HSR1	dnabackbone
4444	MMR_HSR1	peptide
4445	Macro	dna
4446	Macro	dnabase
4447	Macro	dnabackbone
4448	Macro	rna
4449	Macro	rnabase
4450	Macro	rnabackbone
4451	Macro	peptide
4452	Macro	ion
4453	Methyltransf_11	dna
4454	Methyltransf_11	dnabase
4455	Methyltransf_11	dnabackbone
4456	Methyltransf_11	rna
4457	Methyltransf_11	rnabase
4458	Methyltransf_11	rnabackbone
4459	Methyltransf_12	dna
4460	Methyltransf_12	dnabase
4461	Methyltransf_12	dnabackbone
4462	Methyltransf_12	rna
4463	Methyltransf_12	rnabase
4464	Methyltransf_12	rnabackbone
4465	Methyltransf_23	dna
4466	Methyltransf_23	dnabase
4467	Methyltransf_23	dnabackbone
4468	Methyltransf_23	rna
4469	Methyltransf_23	rnabase
4470	Methyltransf_23	rnabackbone
4471	Methyltransf_23	peptide
4472	Methyltransf_25	dna
4473	Methyltransf_25	dnabase
4474	Methyltransf_25	dnabackbone
4475	Methyltransf_25	rna
4476	Methyltransf_25	rnabase
4477	Methyltransf_25	rnabackbone
4478	Methyltransf_31	dna
4479	Methyltransf_31	dnabase
4480	Methyltransf_31	dnabackbone
4481	Methyltransf_31	rna
4482	Methyltransf_31	rnabase
4483	Methyltransf_31	rnabackbone
4484	MutS_V	dna
4485	MutS_V	dnabase
4486	MutS_V	dnabackbone
4487	MutS_V	rna
4488	MutS_V	rnabase
4489	MutS_V	rnabackbone
4490	MutS_V	peptide
4491	NACHT	dna
4492	NACHT	dnabase
4493	NACHT	dnabackbone
4494	NACHT	rna
4495	NACHT	rnabase
4496	NACHT	rnabackbone
4497	NACHT	peptide
4498	NACHT	ion
4499	NAD_binding_1	dna
4500	NAD_binding_1	dnabase
4501	NAD_binding_1	dnabackbone
4502	NAD_binding_1	rna
4503	NAD_binding_1	rnabase
4504	NAD_binding_1	rnabackbone
4505	NAD_binding_1	peptide
4506	NAD_binding_8	dna
4507	NAD_binding_8	dnabase
4508	NAD_binding_8	dnabackbone
4509	NAD_binding_8	rna
4510	NAD_binding_8	rnabase
4511	NAD_binding_8	rnabackbone
4512	NDK	dna
4513	NDK	dnabase
4514	NDK	dnabackbone
4515	NDK	rna
4516	NDK	rnabase
4517	NDK	rnabackbone
4518	NDK	peptide
4519	NTF2	dna
4520	NTF2	dnabase
4521	NTF2	dnabackbone
4522	NTF2	rna
4523	NTF2	rnabase
4524	NTF2	rnabackbone
4525	NTF2	ion
4526	NTF2	metabolite
4527	NTP_transf_2	dnabase
4528	NTP_transf_2	peptide
4529	NUDIX	dnabase
4530	NUDIX	rna
4531	NUDIX	rnabase
4532	NUDIX	rnabackbone
4533	NUDIX	peptide
4534	Na_Ca_ex	dna
4535	Na_Ca_ex	dnabase
4536	Na_Ca_ex	dnabackbone
4537	Na_Ca_ex	rna
4538	Na_Ca_ex	rnabase
4539	Na_Ca_ex	rnabackbone
4540	Na_Ca_ex	peptide
4541	Na_Ca_ex	metabolite
4542	Neur_chan_LBD	dna
4543	Neur_chan_LBD	dnabase
4544	Neur_chan_LBD	dnabackbone
4545	Neur_chan_LBD	rna
4546	Neur_chan_LBD	rnabase
4547	Neur_chan_LBD	rnabackbone
4548	Nop	dna
4549	Nop	dnabase
4550	Nop	dnabackbone
4551	Nop	peptide
4552	Nop	ion
4553	Nop	metabolite
4554	OLF	dna
4555	OLF	dnabase
4556	OLF	dnabackbone
4557	OLF	rna
4558	OLF	rnabase
4559	OLF	rnabackbone
4560	OLF	peptide
4561	OLF	metabolite
4562	PAN_1	dna
4563	PAN_1	dnabase
4564	PAN_1	dnabackbone
4565	PAN_1	rna
4566	PAN_1	rnabase
4567	PAN_1	rnabackbone
4568	PAN_1	metabolite
4569	PAP2	dna
4570	PAP2	dnabase
4571	PAP2	dnabackbone
4572	PAP2	rna
4573	PAP2	rnabase
4574	PAP2	rnabackbone
4575	PAP2	peptide
4576	PAP2	metabolite
4577	PARP	dna
4578	PARP	dnabase
4579	PARP	dnabackbone
4580	PARP	rna
4581	PARP	rnabase
4582	PARP	rnabackbone
4583	PARP	peptide
4584	PARP	metabolite
4585	PAS	dna
4586	PAS	dnabase
4587	PAS	dnabackbone
4588	PAS	rna
4589	PAS	rnabase
4590	PAS	rnabackbone
4591	PAS	peptide
4592	PAS	metabolite
4593	PAS_9	dna
4594	PAS_9	dnabase
4595	PAS_9	dnabackbone
4596	PAS_9	rna
4597	PAS_9	rnabase
4598	PAS_9	rnabackbone
4599	PAS_9	peptide
4600	PAS_9	metabolite
4601	PA	dna
4602	PA	dnabase
4603	PA	dnabackbone
4604	PA	rna
4605	PA	rnabase
4606	PA	rnabackbone
4607	PA	peptide
4608	PA	ion
4609	PDEase_I	dna
4610	PDEase_I	dnabase
4611	PDEase_I	dnabackbone
4612	PDEase_I	rna
4613	PDEase_I	rnabase
4614	PDEase_I	rnabackbone
4615	PDZ	dna
4616	PDZ	dnabase
4617	PDZ	dnabackbone
4618	PDZ	rna
4619	PDZ	rnabase
4620	PDZ	rnabackbone
4621	PDZ	metabolite
4622	PDZ_2	dna
4623	PDZ_2	dnabase
4624	PDZ_2	dnabackbone
4625	PDZ_2	rna
4626	PDZ_2	rnabase
4627	PDZ_2	rnabackbone
4628	PDZ_2	ion
4629	PDZ_2	metabolite
4630	PH	dna
4631	PH	dnabase
4632	PH	dnabackbone
4633	PH	rna
4634	PH	rnabase
4635	PH	rnabackbone
4636	PH	peptide
4637	PI-PLC-X	dna
4638	PI-PLC-X	dnabase
4639	PI-PLC-X	dnabackbone
4640	PI-PLC-X	rna
4641	PI-PLC-X	rnabase
4642	PI-PLC-X	rnabackbone
4643	PI-PLC-X	peptide
4644	PI3_PI4_kinase	dna
4645	PI3_PI4_kinase	dnabase
4646	PI3_PI4_kinase	dnabackbone
4647	PI3_PI4_kinase	rna
4648	PI3_PI4_kinase	rnabase
4649	PI3_PI4_kinase	rnabackbone
4650	PI3_PI4_kinase	peptide
4651	PID	dna
4652	PID	dnabase
4653	PID	dnabackbone
4654	PID	rna
4655	PID	rnabase
4656	PID	rnabackbone
4657	PID	ion
4658	PID	metabolite
4659	PKD	dna
4660	PKD	dnabase
4661	PKD	dnabackbone
4662	PKD	rna
4663	PKD	rnabase
4664	PKD	rnabackbone
4665	PKD	peptide
4666	PKD	metabolite
4667	PLAT	dna
4668	PLAT	dnabase
4669	PLAT	dnabackbone
4670	PLAT	rna
4671	PLAT	rnabase
4672	PLAT	rnabackbone
4673	PLAT	peptide
4674	PLAT	metabolite
4675	PLDc_2	dna
4676	PLDc_2	dnabase
4677	PLDc_2	dnabackbone
4678	PLDc_2	rna
4679	PLDc_2	rnabase
4680	PLDc_2	rnabackbone
4681	PLDc_2	peptide
4682	PLDc_2	metabolite
4683	PP2C	dna
4684	PP2C	dnabase
4685	PP2C	dnabackbone
4686	PP2C	rna
4687	PP2C	rnabase
4688	PP2C	rnabackbone
4689	PP2C	peptide
4690	PP2C	metabolite
4691	PWWP	dna
4692	PWWP	dnabase
4693	PWWP	dnabackbone
4694	PWWP	rna
4695	PWWP	rnabase
4696	PWWP	rnabackbone
4697	PWWP	metabolite
4698	Peptidase_C14	dna
4699	Peptidase_C14	dnabase
4700	Peptidase_C14	dnabackbone
4701	Peptidase_C14	rna
4702	Peptidase_C14	rnabase
4703	Peptidase_C14	rnabackbone
4704	Peptidase_C14	metabolite
4705	Peptidase_C1	dna
4706	Peptidase_C1	dnabase
4707	Peptidase_C1	dnabackbone
4708	Peptidase_C1	rna
4709	Peptidase_C1	rnabase
4710	Peptidase_C1	rnabackbone
4711	Peptidase_C2	dna
4712	Peptidase_C2	dnabase
4713	Peptidase_C2	dnabackbone
4714	Peptidase_C2	rna
4715	Peptidase_C2	rnabase
4716	Peptidase_C2	rnabackbone
4717	Peptidase_C2	peptide
4718	Peptidase_C2	metabolite
4719	Peptidase_M10	dna
4720	Peptidase_M10	dnabase
4721	Peptidase_M10	dnabackbone
4722	Peptidase_M10	rna
4723	Peptidase_M10	rnabase
4724	Peptidase_M10	rnabackbone
4725	Peptidase_M10	metabolite
4726	Peptidase_M14	dna
4727	Peptidase_M14	dnabase
4728	Peptidase_M14	dnabackbone
4729	Peptidase_M14	rna
4730	Peptidase_M14	rnabase
4731	Peptidase_M14	rnabackbone
4732	Peptidase_M14	peptide
4733	Phospholip_A2_1	dna
4734	Phospholip_A2_1	dnabase
4735	Phospholip_A2_1	dnabackbone
4736	Phospholip_A2_1	rna
4737	Phospholip_A2_1	rnabase
4738	Phospholip_A2_1	rnabackbone
4739	Pkinase	dna
4740	Pkinase	dnabase
4741	Pkinase	dnabackbone
4742	Pkinase	rnabase
4743	Pkinase	rnabackbone
4744	Pkinase_Tyr	dna
4745	Pkinase_Tyr	dnabase
4746	Pkinase_Tyr	dnabackbone
4747	Pkinase_Tyr	rna
4748	Pkinase_Tyr	rnabase
4749	Pkinase_Tyr	rnabackbone
4750	Pou	rna
4751	Pou	rnabase
4752	Pou	rnabackbone
4753	Pou	peptide
4754	Pou	ion
4755	Pou	metabolite
4756	Pre-SET	dna
4757	Pre-SET	dnabase
4758	Pre-SET	dnabackbone
4759	Pre-SET	rna
4760	Pre-SET	rnabase
4761	Pre-SET	rnabackbone
4762	Pre-SET	metabolite
4763	Pro_isomerase	dna
4764	Pro_isomerase	dnabase
4765	Pro_isomerase	dnabackbone
4766	Pro_isomerase	rna
4767	Pro_isomerase	rnabase
4768	Pro_isomerase	rnabackbone
4769	Pro_isomerase	ion
4770	Proteasome	dna
4771	Proteasome	dnabase
4772	Proteasome	dnabackbone
4773	Proteasome	rna
4774	Proteasome	rnabase
4775	Proteasome	rnabackbone
4776	Proteasome	metabolite
4777	Pyr_redox_2	dna
4778	Pyr_redox_2	dnabase
4779	Pyr_redox_2	dnabackbone
4780	Pyr_redox_2	rna
4781	Pyr_redox_2	rnabase
4782	Pyr_redox_2	rnabackbone
4783	Pyr_redox_2	peptide
4784	RNase_T	peptide
4785	RRM_1	metabolite
4786	RabGAP-TBC	dna
4787	RabGAP-TBC	dnabase
4788	RabGAP-TBC	dnabackbone
4789	RabGAP-TBC	rna
4790	RabGAP-TBC	rnabase
4791	RabGAP-TBC	rnabackbone
4792	RabGAP-TBC	peptide
4793	RabGAP-TBC	metabolite
4794	Rad60-SLD	dna
4795	Rad60-SLD	dnabase
4796	Rad60-SLD	dnabackbone
4797	Rad60-SLD	rna
4798	Rad60-SLD	rnabase
4799	Rad60-SLD	rnabackbone
4800	Rad60-SLD	metabolite
4801	Ras	dna
4802	Ras	dnabase
4803	Ras	dnabackbone
4804	Ras	rna
4805	Ras	rnabase
4806	Ras	rnabackbone
4807	Recep_L_domain	dna
4808	Recep_L_domain	dnabase
4809	Recep_L_domain	dnabackbone
4810	Recep_L_domain	rna
4811	Recep_L_domain	rnabase
4812	Recep_L_domain	rnabackbone
4813	Recep_L_domain	ion
4814	Reprolysin	dna
4815	Reprolysin	dnabase
4816	Reprolysin	dnabackbone
4817	Reprolysin	rna
4818	Reprolysin	rnabase
4819	Reprolysin	rnabackbone
4820	Reprolysin	peptide
4821	Reprolysin	metabolite
4822	Reprolysin_2	dna
4823	Reprolysin_2	dnabase
4824	Reprolysin_2	dnabackbone
4825	Reprolysin_2	rna
4826	Reprolysin_2	rnabase
4827	Reprolysin_2	rnabackbone
4828	Reprolysin_2	metabolite
4829	Reprolysin_3	dna
4830	Reprolysin_3	dnabase
4831	Reprolysin_3	dnabackbone
4832	Reprolysin_3	rna
4833	Reprolysin_3	rnabase
4834	Reprolysin_3	rnabackbone
4835	Reprolysin_3	metabolite
4836	Reprolysin_5	dna
4837	Reprolysin_5	dnabase
4838	Reprolysin_5	dnabackbone
4839	Reprolysin_5	rna
4840	Reprolysin_5	rnabase
4841	Reprolysin_5	rnabackbone
4842	Reprolysin_5	metabolite
4843	ResIII	dnabase
4844	ResIII	peptide
4845	Rhodanese	dna
4846	Rhodanese	dnabase
4847	Rhodanese	dnabackbone
4848	Rhodanese	rna
4849	Rhodanese	rnabase
4850	Rhodanese	rnabackbone
4851	Rhodanese	peptide
4852	Ribosomal_L7Ae	dna
4853	Ribosomal_L7Ae	dnabase
4854	Ribosomal_L7Ae	dnabackbone
4855	Ribosomal_L7Ae	peptide
4856	Ribosomal_L7Ae	ion
4857	Ribosomal_L7Ae	metabolite
4858	Ricin_B_lectin	dna
4859	Ricin_B_lectin	dnabase
4860	Ricin_B_lectin	dnabackbone
4861	Ricin_B_lectin	rna
4862	Ricin_B_lectin	rnabase
4863	Ricin_B_lectin	rnabackbone
4864	RnaseA	rna
4865	RnaseA	rnabase
4866	RnaseA	rnabackbone
4867	Roc	dna
4868	Roc	dnabase
4869	Roc	dnabackbone
4870	Roc	rna
4871	Roc	rnabase
4872	Roc	rnabackbone
4873	Roc	metabolite
4874	S1	dna
4875	S1	dnabase
4876	S1	dnabackbone
4877	S1	peptide
4878	S1	ion
4879	S1	metabolite
4880	SAM_2	dna
4881	SAM_2	dnabase
4882	SAM_2	dnabackbone
4883	SAM_2	rna
4884	SAM_2	rnabase
4885	SAM_2	rnabackbone
4886	SAM_2	peptide
4887	SAM_2	metabolite
4888	SBP_bac_3	dna
4889	SBP_bac_3	dnabase
4890	SBP_bac_3	dnabackbone
4891	SBP_bac_3	rna
4892	SBP_bac_3	rnabase
4893	SBP_bac_3	rnabackbone
4894	SBP_bac_3	peptide
4895	SET	dna
4896	SET	dnabase
4897	SET	dnabackbone
4898	SET	rna
4899	SET	rnabase
4900	SET	rnabackbone
4901	SH2	dna
4902	SH2	dnabase
4903	SH2	dnabackbone
4904	SH2	rna
4905	SH2	rnabase
4906	SH2	rnabackbone
4907	SH2	metabolite
4908	SPRY	dna
4909	SPRY	dnabase
4910	SPRY	dnabackbone
4911	SPRY	rna
4912	SPRY	rnabase
4913	SPRY	rnabackbone
4914	SPRY	ion
4915	SPRY	metabolite
4916	SRCR	dna
4917	SRCR	dnabase
4918	SRCR	dnabackbone
4919	SRCR	rna
4920	SRCR	rnabase
4921	SRCR	rnabackbone
4922	SRCR	peptide
4923	SRCR	metabolite
4924	SRPRB	dna
4925	SRPRB	dnabase
4926	SRPRB	dnabackbone
4927	SRPRB	rna
4928	SRPRB	rnabase
4929	SRPRB	rnabackbone
4930	SRPRB	peptide
4931	SRPRB	metabolite
4932	START	dna
4933	START	dnabase
4934	START	dnabackbone
4935	START	rna
4936	START	rnabase
4937	START	rnabackbone
4938	START	peptide
4939	START	ion
4940	STAS	dna
4941	STAS	dnabase
4942	STAS	dnabackbone
4943	STAS	rna
4944	STAS	rnabase
4945	STAS	rnabackbone
4946	STAS	peptide
4947	STAS	metabolite
4948	Septin	dna
4949	Septin	dnabase
4950	Septin	dnabackbone
4951	Septin	rna
4952	Septin	rnabase
4953	Septin	rnabackbone
4954	Septin	peptide
4955	Septin	metabolite
4956	Serum_albumin	dna
4957	Serum_albumin	dnabase
4958	Serum_albumin	dnabackbone
4959	Serum_albumin	rna
4960	Serum_albumin	rnabase
4961	Serum_albumin	rnabackbone
4962	Serum_albumin	peptide
4963	Sulfotransfer_1	dna
4964	Sulfotransfer_1	dnabase
4965	Sulfotransfer_1	dnabackbone
4966	Sulfotransfer_1	rna
4967	Sulfotransfer_1	rnabase
4968	Sulfotransfer_1	rnabackbone
4969	Sulfotransfer_1	peptide
4970	Sulfotransfer_3	dna
4971	Sulfotransfer_3	dnabase
4972	Sulfotransfer_3	dnabackbone
4973	Sulfotransfer_3	rna
4974	Sulfotransfer_3	rnabase
4975	Sulfotransfer_3	rnabackbone
4976	Sulfotransfer_3	peptide
4977	Sulfotransfer_3	ion
4978	T-box	rna
4979	T-box	rnabase
4980	T-box	rnabackbone
4981	T-box	peptide
4982	T-box	ion
4983	T-box	metabolite
4984	TAF	dnabase
4985	TAF	rna
4986	TAF	rnabase
4987	TAF	rnabackbone
4988	TAF	peptide
4989	TAF	metabolite
4990	THAP	dna
4991	THAP	dnabase
4992	THAP	dnabackbone
4993	THAP	rna
4994	THAP	rnabase
4995	THAP	rnabackbone
4996	THAP	peptide
4997	THAP	metabolite
4998	TIG	dnabase
4999	TIG	rna
5000	TIG	rnabase
5001	TIG	rnabackbone
5002	TIG	peptide
5003	TIG	ion
5004	TIG	metabolite
5005	TNF	dna
5006	TNF	dnabase
5007	TNF	dnabackbone
5008	TNF	rna
5009	TNF	rnabase
5010	TNF	rnabackbone
5011	TNF	ion
5012	TNF	metabolite
5013	TPR_12	dna
5014	TPR_12	dnabase
5015	TPR_12	dnabackbone
5016	TPR_12	rna
5017	TPR_12	rnabase
5018	TPR_12	rnabackbone
5019	TPR_12	ion
5020	TPR_12	metabolite
5021	TPR_19	dna
5022	TPR_19	dnabase
5023	TPR_19	dnabackbone
5024	TPR_19	rna
5025	TPR_19	rnabase
5026	TPR_19	rnabackbone
5027	TPR_19	metabolite
5028	TTL	dna
5029	TTL	dnabase
5030	TTL	dnabackbone
5031	TTL	rna
5032	TTL	rnabase
5033	TTL	rnabackbone
5034	TTL	peptide
5035	TUDOR	dna
5036	TUDOR	dnabase
5037	TUDOR	dnabackbone
